;;;;;2019;2019;2020;2020;2021;2021;2022;2022;2023;2023;2024;2024;MO ΝΕΕΣ ΘΕΣΕΙΣ;ΜΟ ΠΡΟΣΛΗΨΕΙΣ
Εκπαιδευτικό επίπεδο;Περιφέρεια;Φύλο;Κλάδος (1ο επίπεδο ανάλυσης);Επάγγελμα (1ο επίπεδο ανάλυσης);Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;;
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);28;196;6;172;27;242;12;231;-13;183;13;186;-12;202
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;64;1.204;-34;606;64;854;19;1.009;-39;1.293;37;1.259;-19;1038
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;118;6.187;-156;2.035;192;2.759;44;4.862;56;5.318;40;6.021;-49;4530
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;2;6;4;13;0;12;1;12;-3;11;-6;13;0;11
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-5;255;-2;106;0;118;55;272;24;346;23;308;-16;234
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Ένοπλες Δυνάμεις;;;;;1;1;-1;;;;0;1;0;1
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;1;29;4;29;-3;20;9;22;13;86;-12;61;-2;41
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;151;6.290;-289;2.160;87;3.562;130;6.363;-47;7.965;-20;6.928;-2;5545
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;231;6.704;-165;2.918;146;3.722;132;5.994;17;7.355;277;7.664;-106;5726
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;220;2.764;-268;1.101;156;1.548;-65;2.337;-105;2.740;115;3.455;-9;2324
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);64;528;-15;178;27;320;-19;393;-47;277;2;399;-2;349
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;339;4.530;402;3.956;240;4.639;8;4.245;227;4.398;-134;3.979;-180;4291
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;781;11.545;642;8.933;487;10.266;-142;11.578;425;12.447;-223;11.591;-328;11060
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;5;27;8;42;-11;21;3;9;0;6;-1;19;-1;21
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;211;1.955;180;1.615;58;1.736;-27;1.665;103;1.908;40;2.003;-94;1814
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ένοπλες Δυνάμεις;-1;;;;;;;;;;0;2;1;2
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;3;137;4;97;-14;115;-60;83;-37;112;-59;124;27;111
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;10;265;1;133;-7;110;33;230;23;232;32;213;-15;197
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;57;1.816;91;1.165;133;1.375;-26;1.362;57;1.565;35;1.656;-58;1490
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;306;5.060;1115;5.336;632;5.613;165;5.364;313;5.684;374;5.641;-484;5450
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);205;3.317;439;3.109;97;3.539;205;3.607;233;3.879;16;3.633;-199;3514
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;-2;25;4;15;6;16;16;37;14;51;1;36;-7;30
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;-1;41;-20;7;4;11;7;43;0;39;2;28;1;28
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;;;;;;;3;3;1;3;0;3;-1;3
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;14;17;0;1;-1;1;6;8;1;6;3;6;-4;7
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;-50;3;-62;4;-17;5;-20;4;-8;4;-3;4;27;4
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;2;14;-3;3;4;14;4;10;-2;14;0;7;-1;10
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;-15;107;-18;48;-7;66;17;77;23;130;-28;81;5;85
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;-270;478;-298;402;-198;404;-29;469;-166;429;-175;318;189;417
ΓΕΛ;Περιφέρεια Αττικής;Άνδρες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-27;46;10;27;3;41;14;68;6;53;9;38;-3;46
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Χωρίς πληροφορία;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;-2;16;8;29;8;22;22;50;10;42;6;34;-9;32
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Χωρίς πληροφορία;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;2;3;1;3;1;2;1;3;2;2;4;4;-2;3
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Χωρίς πληροφορία;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;2;2;;;1;1;-1;;4;6;;;-2;3
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Χωρίς πληροφορία;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;0;3;2;8;1;5;7;7;3;10;-1;7;-2;7
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Άλλες δραστηριότητες παροχής υπηρεσιών;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;36;318;-18;199;30;214;-6;275;43;338;7;289;-15;272
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Άλλες δραστηριότητες παροχής υπηρεσιών;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;179;3.617;-295;2.149;32;2.321;3;2.922;54;3.094;-99;3.117;21;2870
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Άλλες δραστηριότητες παροχής υπηρεσιών;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;;;1;2;3;4;2;2;-1;1;2;3;-1;2
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Άλλες δραστηριότητες παροχής υπηρεσιών;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-1;34;-4;32;-7;23;-1;33;4;32;3;22;1;29
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Άλλες δραστηριότητες παροχής υπηρεσιών;Ένοπλες Δυνάμεις;;;;;;;;;;;2;2;-2;2
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Άλλες δραστηριότητες παροχής υπηρεσιών;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;2;3;1;1;0;1;;;-1;9;0;2;0;3
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Άλλες δραστηριότητες παροχής υπηρεσιών;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;-14;243;-30;175;-6;212;-19;252;10;225;5;183;9;215
ΓΕΛ;Περιφέρεια Αττικής;Γυναίκες;Άλλες δραστηριότητες παροχής υπηρεσιών;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;41;494;52;388;-20;356;-25;383;-152;449;-108;489;35;427
